Chain,Chain ID,Asset Name,Asset Symbol,Issuer,Asset Type,OFT Address,Token Address,Endpoint ID,Stage
"Base Mainnet","8453","Polter Finance","POLTER","Polter Finance","OFT","0xa0820613976b441e2c6a90e4877e2fb5f7d72552","0xa0820613976b441e2c6a90e4877e2fb5f7d72552","30184","mainnet"
"Base Mainnet","8453","PrimeFi","PRFI","PrimeFi","OFT","0x7bbcf1b600565ae023a1806ef637af4739de3255","0x7bbcf1b600565ae023a1806ef637af4739de3255","30184","mainnet"
"Base Mainnet","8453","Wayfinder","PROMPT","Wayfinder","OFT","0x30c7235866872213f68cb1f08c37cb9eccb93452","0x30c7235866872213f68cb1f08c37cb9eccb93452","30184","mainnet"
"Base Mainnet","8453","Prosper","PROS","Prosper","OFT","0x915424ac489433130d92b04096f3b96c82e92a9d","0x915424ac489433130d92b04096f3b96c82e92a9d","30184","mainnet"
"Base Mainnet","8453","Puff The Dragon","Puff","Puff The Dragon","OFT","0x823c9e9f4c51c1a169cef4bf7922f46beb493d11","0x823c9e9f4c51c1a169cef4bf7922f46beb493d11","30184","mainnet"
"Base Mainnet","8453","Puffer","PUFFER","Puffer","OFT","0x8da0bae597ac15fb0924713b1e3c1f624474f3e4","0x8da0bae597ac15fb0924713b1e3c1f624474f3e4","30184","mainnet"
"Base Mainnet","8453","Redacted Finance","pxETH","Redacted Finance","OFT","0x58ade43a276ddf3e101941571ede398a32492ed7","0x58ade43a276ddf3e101941571ede398a32492ed7","30184","mainnet"
"Base Mainnet","8453","Qi Dao","QI","Qi Dao","OFT","0xd3fdcb837dafdb7c9c3ebd48fe22a53f6dd3d7d7","0xd3fdcb837dafdb7c9c3ebd48fe22a53f6dd3d7d7","30184","mainnet"
"Base Mainnet","8453","Precipitate Protocol","RAIN","Precipitate Protocol","OFT","0x1f1aa4d239002bb818536c95e9b762a1fc8484c1","0x1f1aa4d239002bb818536c95e9b762a1fc8484c1","30184","mainnet"
"Base Mainnet","8453","Rootstock","RBTC","Rootstock","OFT","0x441fcb23dfe8289cf572126fedcf450974adc891","0x441fcb23dfe8289cf572126fedcf450974adc891","30184","mainnet"
"Base Mainnet","8453","Radiant Capital","RDNT","Radiant Capital","OFT","0xd722e55c1d9d9fa0021a5215cbb904b92b3dc5d4","0xd722e55c1d9d9fa0021a5215cbb904b92b3dc5d4","30184","mainnet"
"Base Mainnet","8453","Music Protocol","RECORD","Music Protocol","OFTAdapter","0x3c48130227b657630e5d30f136a8cbb110640aa5","0x3c48130227b657630e5d30f136a8cbb110640aa5","30184","mainnet"
"Base Mainnet","8453","Rootstock","RIF","Rootstock","OFT","0xe5e851b01dd3eda24fde709a407db44555b6d1e0","0xe5e851b01dd3eda24fde709a407db44555b6d1e0","30184","mainnet"
"Base Mainnet","8453","Resolv Labs","RLP","Resolv Labs","OFT","0xc31389794ffac23331e0d9f611b7953f90aa5fdc","0xc31389794ffac23331e0d9f611b7953f90aa5fdc","30184","mainnet"
"Base Mainnet","8453","Kelp DAO","rsETH","Kelp DAO","OFT","0x1bc71130a0e39942a7658878169764bbd8a45993","0x1bc71130a0e39942a7658878169764bbd8a45993","30184","mainnet"
"Base Mainnet","8453","Reservoir","rUSD","Reservoir","OFT","0x09d4214c03d01f49544c0448dbe3a27f768f2b34","0x09d4214c03d01f49544c0448dbe3a27f768f2b34","30184","mainnet"
"Base Mainnet","8453","RWA Inc.","RWA","RWA Inc.","OFT","0xe2b1dc2d4a3b4e59fdf0c47b71a7a86391a8b35a","0xe2b1dc2d4a3b4e59fdf0c47b71a7a86391a8b35a","30184","mainnet"
"Base Mainnet","8453","RWAX Exchange","RWAX","RWAX Exchange","OFTAdapter","0x8c47a7cc943f1c53102d226239f431b6f0133fec","0x8c47a7cc943f1c53102d226239f431b6f0133fec","30184","mainnet"
"Base Mainnet","8453","Rezerve Money","RZR","Rezerve Money","OFT","0xb4444468e444f89e1c2cac2f1d3ee7e336cbd1f5","0xb4444468e444f89e1c2cac2f1d3ee7e336cbd1f5","30184","mainnet"
"Base Mainnet","8453","Samurai Starter","SAM","Samurai Starter","OFTAdapter","0x705a91029c2a1432bd75ddea9bae2c04e8b7b077","0x705a91029c2a1432bd75ddea9bae2c04e8b7b077","30184","mainnet"
"Base Mainnet","8453","The Sandbox Game","SAND","The Sandbox Game","OFT","0xac531eb26ca1d21b85126de8fb87e80e09002dcf","0xac531eb26ca1d21b85126de8fb87e80e09002dcf","30184","mainnet"
"Base Mainnet","8453","Brale","SBC","Brale","OFTAdapter","0xb9d852a3f9b3a82e243faab0272604102a111e1a","0xb9d852a3f9b3a82e243faab0272604102a111e1a","30184","mainnet"
"Base Mainnet","8453","Shark Cat","SC","Shark Cat","OFT","0x49d803d2df2295185610f44961f2dcd40326f25c","0x49d803d2df2295185610f44961f2dcd40326f25c","30184","mainnet"
"Base Mainnet","8453","Dinero","sDINERO","Dinero","OFT","0xc5ecb8c506898bd5eeec63c5f69c7819e37084b8","0xc5ecb8c506898bd5eeec63c5f69c7819e37084b8","30184","mainnet"
"Base Mainnet","8453","Kryptonite","SEILOR","Kryptonite","OFT","0x9bde70bad05b7d84dac03024dae15aace8c9cca2","0x9bde70bad05b7d84dac03024dae15aace8c9cca2","30184","mainnet"
"Base Mainnet","8453","SolForge Fusion","SFG","SolForge Fusion","OFT","0x2b8263a470a6f55bfd3af2ad907d4c286eb0e3f4","0x2b8263a470a6f55bfd3af2ad907d4c286eb0e3f4","30184","mainnet"
"Base Mainnet","8453","Frax Finance","sFRAX","Frax Finance","OFT","0xe4796ccb6bb5de2290c417ac337f2b66ca2e770e","0xe4796ccb6bb5de2290c417ac337f2b66ca2e770e","30184","mainnet"
"Base Mainnet","8453","Frax Finance","sfrxETH","Frax Finance","OFT","0x1f55a02a049033e3419a8e2975cf3f572f4e6e9a","0x1f55a02a049033e3419a8e2975cf3f572f4e6e9a","30184","mainnet"
"Base Mainnet","8453","Seedify Fund","SFUND","Seedify Fund","OFT","0x633e254585ade6e9d40d2a4b8cc2f3769b94cb48","0x633e254585ade6e9d40d2a4b8cc2f3769b94cb48","30184","mainnet"
"Base Mainnet","8453","Simmi","SIMMI","Simmi","OFTAdapter","0x12ac01e564a01f07948e20ca0674cc444965ea53","0x12ac01e564a01f07948e20ca0674cc444965ea53","30184","mainnet"
"Base Mainnet","8453","SatLayer","SLAY","SatLayer","OFT","0x3e248ab4554cfdec8fc4f18f569fe6f46de61db1","0x3e248ab4554cfdec8fc4f18f569fe6f46de61db1","30184","mainnet"
"Base Mainnet","8453","Silencio","SLC","Silencio","OFT","0x6bd83abc39391af1e24826e90237c4bd3468b5d2","0x6bd83abc39391af1e24826e90237c4bd3468b5d2","30184","mainnet"
"Base Mainnet","8453","Level","slvlUSD","Level","OFT","0x2d175c43c58e57cceb38b9bd204ee73db25c66e8","0x2d175c43c58e57cceb38b9bd204ee73db25c66e8","30184","mainnet"
"Base Mainnet","8453","Sensay","SNSY","Sensay","OFT","0x3124678d62d2aa1f615b54525310fbfda6dcf7ae","0x3124678d62d2aa1f615b54525310fbfda6dcf7ae","30184","mainnet"
"Base Mainnet","8453","Phavercoin","SOCIAL","Phavercoin","OFT","0xd3c68968137317a57a9babeacc7707ec433548b4","0xd3c68968137317a57a9babeacc7707ec433548b4","30184","mainnet"
"Base Mainnet","8453","Somnia","SOMI","Somnia","OFT","0x47636b3188774a3e7273d85a537b9ba4ee7b2535","0x47636b3188774a3e7273d85a537b9ba4ee7b2535","30184","mainnet"
"Base Mainnet","8453","Sophon","SOPH","Sophon","OFT","0x31dba3c96481fde3cd81c2aaf51f2d8bf618c742","0x31dba3c96481fde3cd81c2aaf51f2d8bf618c742","30184","mainnet"
"Base Mainnet","8453","Upland","SPARKLET","Upland","OFT","0x9cd44eca3d1e0ada6fbdaf5793031c3a500089b1","0x9cd44eca3d1e0ada6fbdaf5793031c3a500089b1","30184","mainnet"
"Base Mainnet","8453","Stargate","STG","Stargate","OFT","0xe3b53af74a4bf62ae5511055290838050bf764df","0xe3b53af74a4bf62ae5511055290838050bf764df","30184","mainnet"
"Base Mainnet","8453","Nibiru Chain","stNIBI","Nibiru Chain","OFT","0x75ce54301374e194edaa6ca2e3c118cf01d3a76b","0x75ce54301374e194edaa6ca2e3c118cf01d3a76b","30184","mainnet"
"Base Mainnet","8453","Johnny Suede","SUEDE","Johnny Suede","OFT","0x40461291347e1ecbb09499f3371d3f17f10d7159","0x40461291347e1ecbb09499f3371d3f17f10d7159","30184","mainnet"
"Base Mainnet","8453","Ethena","sUSDe","Ethena","OFT","0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2","0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2","30184","mainnet"
"Base Mainnet","8453","Seedify Fund","SWORLD","Seedify Fund","OFT","0x968be3f7bfef0f8edc3c1ad90232ebb0da0867aa","0x968be3f7bfef0f8edc3c1ad90232ebb0da0867aa","30184","mainnet"
"Base Mainnet","8453","Maple Finance","SYRUP","Maple Finance","OFT","0x688aee022aa544f150678b8e5720b6b96a9e9a2f","0x688aee022aa544f150678b8e5720b6b96a9e9a2f","30184","mainnet"
"Base Mainnet","8453","Techimproving","TECH","Techimproving","OFT","0xe9a3b326c5b06fa848b11e07080c3ac926fbe787","0xe9a3b326c5b06fa848b11e07080c3ac926fbe787","30184","mainnet"
"Base Mainnet","8453","Theo","thBILL","Theo","OFT","0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a","0xfdd22ce6d1f66bc0ec89b20bf16ccb6670f55a5a","30184","mainnet"
"Base Mainnet","8453","Cryptopia","TOS","Cryptopia","OFT","0x883cfbd30bd076a063a453335414909545186275","0x883cfbd30bd076a063a453335414909545186275","30184","mainnet"
"Base Mainnet","8453","Arbitrove Protocol","TROVE","Arbitrove Protocol","OFT","0x348fdfe2c35934a96c1353185f09d0f9efbada86","0x348fdfe2c35934a96c1353185f09d0f9efbada86","30184","mainnet"
"Base Mainnet","8453","OFFICIAL TRUMP","TRUMP","OFFICIAL TRUMP","OFT","0xe223ba1e03b10ae9f930fcc0de59248a1d7d8c15","0xe223ba1e03b10ae9f930fcc0de59248a1d7d8c15","30184","mainnet"
"Base Mainnet","8453","Unicorn Fart Dust","UFD","Unicorn Fart Dust","OFT","0xfdfdfd005f127334f7c4eefef2252d2bf4b6e79e","0xfdfdfd005f127334f7c4eefef2252d2bf4b6e79e","30184","mainnet"
"Base Mainnet","8453","Stargate","USD₮0.s","Stargate","OFTAdapter","0xeab8fa7ab28f05d7600558b873d5c7f805412304","0xeab8fa7ab28f05d7600558b873d5c7f805412304","30184","mainnet"
"Base Mainnet","8453","USDC","USDC","Stargate","StargatePool","0x27a16dc786820B16E5c9028b75B99F6f604b5d26","0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913","30184","mainnet"
"Base Mainnet","8453","Ethena","USDe","Ethena","OFT","0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34","0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34","30184","mainnet"
"Base Mainnet","8453","Ethena","USDtb","Ethena","OFT","0xc708b6887db46005da033501f8aebee72d191a5d","0xc708b6887db46005da033501f8aebee72d191a5d","30184","mainnet"
"Base Mainnet","8453","unstable coin","USDUC","unstable coin","OFT","0xecedb6f8108b9f7bbf499da843dced6c2bb6e270","0xecedb6f8108b9f7bbf499da843dced6c2bb6e270","30184","mainnet"
"Base Mainnet","8453","Anzen Finance","USDz","Anzen Finance","OFT","0x04d5ddf5f3a8939889f11e97f8c4bb48317f1938","0x04d5ddf5f3a8939889f11e97f8c4bb48317f1938","30184","mainnet"
"Base Mainnet","8453","Resolv Labs","USR","Resolv Labs","OFT","0x35e5db674d8e93a03d814fa0ada70731efe8a4b9","0x35e5db674d8e93a03d814fa0ada70731efe8a4b9","30184","mainnet"
"Base Mainnet","8453","Vana","VANA","Vana","OFT","0x7ff7fa94b8b66ef313f7970d4eebd2cb3103a2c0","0x7ff7fa94b8b66ef313f7970d4eebd2cb3103a2c0","30184","mainnet"
"Base Mainnet","8453","Virtuals Protocol","VIRTUAL","Virtuals Protocol","OFTAdapter","0xa5a1afbff720f79f1f7833aafbdcee87770bbc93","0xa5a1afbff720f79f1f7833aafbdcee87770bbc93","30184","mainnet"
"Base Mainnet","8453","Vitalik AI","VITAI","Vitalik AI","OFT","0xe81941c13678a6396e438490601a40a34bf90dd2","0xe81941c13678a6396e438490601a40a34bf90dd2","30184","mainnet"
"Base Mainnet","8453","wBTC","WBTC","wBTC","OFT","0x0555e30da8f98308edb960aa94c0db47230d2b9c","0x0555e30da8f98308edb960aa94c0db47230d2b9c","30184","mainnet"
"Base Mainnet","8453","Ether.Fi","weETH","Ether.Fi","OFT","0x04c0599ae5a44757c0af6f9ec3b93da8976c150a","0x04c0599ae5a44757c0af6f9ec3b93da8976c150a","30184","mainnet"
"Base Mainnet","8453","Wild Goat Coin","WGC","Wild Goat Coin","OFT","0x3d63825b0d8669307366e6c8202f656b9e91d368","0x3d63825b0d8669307366e6c8202f656b9e91d368","30184","mainnet"
"Base Mainnet","8453","dogwifhat","WIF","dogwifhat","OFT","0x1fba65de0a9cbd2d1df82d141897042d36bb6c86","0x1fba65de0a9cbd2d1df82d141897042d36bb6c86","30184","mainnet"
"Base Mainnet","8453","Wilder World","WILD","Wilder World","OFT","0xafde2490236bc64950def5472296aa0d9758db0d","0xafde2490236bc64950def5472296aa0d9758db0d","30184","mainnet"
"Base Mainnet","8453","Nibiru Chain","WNIBI","Nibiru Chain","OFT","0x3ade6652f203d919697f8577f75eebb989a5c586","0x3ade6652f203d919697f8577f75eebb989a5c586","30184","mainnet"
"Base Mainnet","8453","WoofWork","WOOF","WoofWork","OFT","0xb3a9bd4861454ba94931ebff410c3d828525dce2","0xb3a9bd4861454ba94931ebff410c3d828525dce2","30184","mainnet"
"Base Mainnet","8453","Wirex Pay","WPAY","Wirex Pay","OFT","0x35e0966208f518371e79cc9fd35559112068ddad","0x35e0966208f518371e79cc9fd35559112068ddad","30184","mainnet"
"Base Mainnet","8453","Resolv Labs","wsrUSD","Resolv Labs","OFT","0x62344be8ca1c339b46274a4017dd87af436900b1","0x62344be8ca1c339b46274a4017dd87af436900b1","30184","mainnet"
"Base Mainnet","8453","Resolv Labs","wstUSR","Resolv Labs","OFT","0xb67675158b412d53fe6b68946483ba920b135ba1","0xb67675158b412d53fe6b68946483ba920b135ba1","30184","mainnet"
"Base Mainnet","8453","OFFICIAL TRUMP","WTRUMP","OFFICIAL TRUMP","OFT","0xc27468b12ffa6d714b1b5fbc87ef403f38b82ad4","0xc27468b12ffa6d714b1b5fbc87ef403f38b82ad4","30184","mainnet"
"Base Mainnet","8453","WXTZ","WXTZ","WXTZ","OFT","0x91f9cc2649ac70a071602cade9b0c1a5868af51d","0x91f9cc2649ac70a071602cade9b0c1a5868af51d","30184","mainnet"
"Base Mainnet","8453","XDC Network","XDC","XDC Network","OFT","0x11a72d2a88468c09f1bb63fc729d8649e84275a9","0x11a72d2a88468c09f1bb63fc729d8649e84275a9","30184","mainnet"
"Base Mainnet","8453","Yala Token","YALA","Yala Token","OFT","0xf970706063b7853877f39515c96932d49d5ac9cd","0xf970706063b7853877f39515c96932d49d5ac9cd","30184","mainnet"
"Base Mainnet","8453","KernelDAO","ynBTCk","KernelDAO","OFTAdapter","0xfd72fbb61798f3bcb707f5ba98cb72a87cca02a2","0xfd72fbb61798f3bcb707f5ba98cb72a87cca02a2","30184","mainnet"
"Base Mainnet","8453","YieldNest","YND","YieldNest","OFTAdapter","0xc099ab708e20e8b25c63ca156d7cc94404c55416","0xc099ab708e20e8b25c63ca156d7cc94404c55416","30184","mainnet"
"Base Mainnet","8453","YieldNest","ynETHx","YieldNest","OFTAdapter","0xbe82cbe217bf4e0a87dd88c552e93054f4ef2c7c","0xbe82cbe217bf4e0a87dd88c552e93054f4ef2c7c","30184","mainnet"
"Base Mainnet","8453","Yala stablecoin","YU","Yala stablecoin","OFT","0xe868084cf08f3c3db11f4b73a95473762d9463f7","0xe868084cf08f3c3db11f4b73a95473762d9463f7","30184","mainnet"
"Base Mainnet","8453","Aegis","YUSD","Aegis","OFT","0xca2671dcd031a72359f456c212f62a9bda737cd7","0xca2671dcd031a72359f456c212f62a9bda737cd7","30184","mainnet"
"Base Mainnet","8453","zerebro","ZEREBRO","zerebro","OFT","0xd2e92077ad4d7d50d7d60be13fffe3fb52cc0b9f","0xd2e92077ad4d7d50d7d60be13fffe3fb52cc0b9f","30184","mainnet"
"Base Mainnet","8453","Zerolend","ZERO","Zerolend","OFT","0x458ad5b487f4442245e4c5ea7249009e607a5583","0x458ad5b487f4442245e4c5ea7249009e607a5583","30184","mainnet"
"Base Mainnet","8453","ZyFAI","ZFI","ZyFAI","OFT","0xd080ed3c74a20250a2c9821885203034acd2d5ae","0xd080ed3c74a20250a2c9821885203034acd2d5ae","30184","mainnet"
"Base Mainnet","8453","ZRO Token","ZRO","ZRO Token","OFT","0x6985884c4392d348587b19cb9eaaf157f13271cd","0x6985884c4392d348587b19cb9eaaf157f13271cd","30184","mainnet"
"Berachain Mainnet","80094","BYUSD","BYUSD","BYUSD","OFT","0x688e72142674041f8f6af4c808a4045ca1d6ac82","0x688e72142674041f8f6af4c808a4045ca1d6ac82","30362","mainnet"
"Berachain Mainnet","80094","Equilibria Finance","EQB","Equilibria Finance","OFT","0xf9ee98099f5078078bb8e17e6b4a4f95137e2037","0xf9ee98099f5078078bb8e17e6b4a4f95137e2037","30362","mainnet"
"Berachain Mainnet","80094","Euler","EUL","Euler","OFTAdapter","0xc1d31b2812cc920341349a717d14badfb1bcab11","0xc1d31b2812cc920341349a717d14badfb1bcab11","30362","mainnet"
"Berachain Mainnet","80094","EURC.e","EURC.e","Stargate","StargateOFT","0x28BEc7E30E6faee657a03e19Bf1128AaD7632A00","0x12a272A581feE5577A5dFa371afEB4b2F3a8C2F8","30362","mainnet"
"Berachain Mainnet","80094","Ignition (FBTC)","FBTC","Ignition (FBTC)","OFTAdapter","0x0b835f07a2a54c0e80c1f585e5b6dd732816da3f","0x0b835f07a2a54c0e80c1f585e5b6dd732816da3f","30362","mainnet"
"Berachain Mainnet","80094","Lair Finance","LAIR","Lair Finance","OFTAdapter","0xeeed1e4d748e80bea27f03ea4143374f9effc2e2","0xeeed1e4d748e80bea27f03ea4143374f9effc2e2","30362","mainnet"
"Berachain Mainnet","80094","Lombard","LBTC","Lombard","OFTAdapter","0x630e12d53d4e041b8c5451ad035ea841e08391d7","0x630e12d53d4e041b8c5451ad035ea841e08391d7","30362","mainnet"
"Berachain Mainnet","80094","Paddle Finance","PADD","Paddle Finance","OFT","0xbab497e452e500580ae8ec54b108e6225e07653a","0xbab497e452e500580ae8ec54b108e6225e07653a","30362","mainnet"
"Berachain Mainnet","80094","Pendle","PENDLE","Pendle","OFT","0xff9c599d51c407a45d631c6e89cb047efb88aef6","0xff9c599d51c407a45d631c6e89cb047efb88aef6","30362","mainnet"
"Berachain Mainnet","80094","PumpBTC","pumpBTC.bera","PumpBTC","OFT","0x1fcca65fb6ae3b2758b9b2b394cb227eae404e1e","0x1fcca65fb6ae3b2758b9b2b394cb227eae404e1e","30362","mainnet"
"Berachain Mainnet","80094","Resolv Labs","RLP","Resolv Labs","OFT","0x35e5db674d8e93a03d814fa0ada70731efe8a4b9","0x35e5db674d8e93a03d814fa0ada70731efe8a4b9","30362","mainnet"
"Berachain Mainnet","80094","Kelp DAO","rsETH","Kelp DAO","OFT","0x4186bfc76e2e237523cbc30fd220fe055156b41f","0x4186bfc76e2e237523cbc30fd220fe055156b41f","30362","mainnet"
"Berachain Mainnet","80094","Swell Network","rswETH","Swell Network","OFT","0x850cdf416668210ed0c36bfff5d21921c7ada3b8","0x850cdf416668210ed0c36bfff5d21921c7ada3b8","30362","mainnet"
"Berachain Mainnet","80094","Reservoir","rUSD","Reservoir","OFT","0x09d4214c03d01f49544c0448dbe3a27f768f2b34","0x09d4214c03d01f49544c0448dbe3a27f768f2b34","30362","mainnet"
"Berachain Mainnet","80094","Solv Protocol","SolvBTC","Solv Protocol","OFTAdapter","0xb12979ff302ac903849948037a51792cf7186e8e","0xb12979ff302ac903849948037a51792cf7186e8e","30362","mainnet"
"Berachain Mainnet","80094","Reservoir","srUSD","Reservoir","OFT","0x5475611dffb8ef4d697ae39df9395513b6e947d7","0x5475611dffb8ef4d697ae39df9395513b6e947d7","30362","mainnet"
"Berachain Mainnet","80094","Lorenzo Protocol","stBTC","Lorenzo Protocol","OFTAdapter","0xbce9988376c6b9c0c035bdbc9060568031d51130","0xbce9988376c6b9c0c035bdbc9060568031d51130","30362","mainnet"
"Berachain Mainnet","80094","Stargate","STG","Stargate","OFT","0x9895d81bb462a195b4922ed7de0e3acd007c32cb","0x9895d81bb462a195b4922ed7de0e3acd007c32cb","30362","mainnet"
"Berachain Mainnet","80094","Avalon Labs","sUSDa","Avalon Labs","OFT","0x2840f9d9f96321435ab0f977e7fdbf32ea8b304f","0x2840f9d9f96321435ab0f977e7fdbf32ea8b304f","30362","mainnet"
"Berachain Mainnet","80094","Ethena","sUSDe","Ethena","OFT","0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2","0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2","30362","mainnet"
"Berachain Mainnet","80094","Avalon Labs","USDa","Avalon Labs","OFT","0xff12470a969dd362eb6595ffb44c82c959fe9acc","0xff12470a969dd362eb6595ffb44c82c959fe9acc","30362","mainnet"
"Berachain Mainnet","80094","USDC.e","USDC.e","Stargate","StargateOFT","0xAF54BE5B6eEc24d6BFACf1cce4eaF680A8239398","0x549943e04f40284185054145c6E4e9568C1D3241","30362","mainnet"
"Berachain Mainnet","80094","Ethena","USDe","Ethena","OFT","0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34","0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34","30362","mainnet"
"Berachain Mainnet","80094","USDT0","USDT0","USDT0","OFTAdapter","0x3dc96399109df5ceb2c226664a086140bd0379cb","0x3dc96399109df5ceb2c226664a086140bd0379cb","30362","mainnet"
"Berachain Mainnet","80094","Resolv Labs","USR","Resolv Labs","OFT","0x2492d0006411af6c8bbb1c8afc1b0197350a79e9","0x2492d0006411af6c8bbb1c8afc1b0197350a79e9","30362","mainnet"
"Berachain Mainnet","80094","Acorn Network","waBTC","Acorn Network","OFT","0x09def5abc67e967d54e8233a4b5ebbc1b3fbe34b","0x09def5abc67e967d54e8233a4b5ebbc1b3fbe34b","30362","mainnet"
"Berachain Mainnet","80094","wBTC","WBTC","wBTC","OFT","0x0555e30da8f98308edb960aa94c0db47230d2b9c","0x0555e30da8f98308edb960aa94c0db47230d2b9c","30362","mainnet"
"Berachain Mainnet","80094","Ether.Fi","weETH","Ether.Fi","OFT","0x7dcc39b4d1c53cb31e1abc0e358b43987fef80f7","0x7dcc39b4d1c53cb31e1abc0e358b43987fef80f7","30362","mainnet"
"Berachain Mainnet","80094","WETH","WETH","Stargate","StargateOFT","0x45f1A95A4D3f3836523F5c83673c797f4d4d263B","0x2F6F07CDcf3588944Bf4C42aC74ff24bF56e7590","30362","mainnet"
"Berachain Mainnet","80094","Wild Goat Coin","WGC","Wild Goat Coin","OFT","0xc53ac24320e3a54c7211e4993c8095078a0cb3cf","0xc53ac24320e3a54c7211e4993c8095078a0cb3cf","30362","mainnet"
"Berachain Mainnet","80094","Resolv Labs","wstUSR","Resolv Labs","OFT","0xcc601605dc5011616934b6fdac8a14d51b791a94","0xcc601605dc5011616934b6fdac8a14d51b791a94","30362","mainnet"
"Berachain Mainnet","80094","Solv Protocol","xSolvBTC","Solv Protocol","OFTAdapter","0x94dabd84cd36c4d364fcdd5cdabf41e73dbc99e6","0x94dabd84cd36c4d364fcdd5cdabf41e73dbc99e6","30362","mainnet"
"Berachain Mainnet","80094","YieldNest","YND","YieldNest","OFTAdapter","0xc099ab708e20e8b25c63ca156d7cc94404c55416","0xc099ab708e20e8b25c63ca156d7cc94404c55416","30362","mainnet"
"Berachain Mainnet","80094","YieldNest","ynETHx","YieldNest","OFTAdapter","0xbe82cbe217bf4e0a87dd88c552e93054f4ef2c7c","0xbe82cbe217bf4e0a87dd88c552e93054f4ef2c7c","30362","mainnet"
"Blast Mainnet","81457","Redacted Finance","apxETH","Redacted Finance","OFT","0xcd615270ab3a7a3a262a4e49935d002278c76b78","0xcd615270ab3a7a3a262a4e49935d002278c76b78","30243","mainnet"
"Blast Mainnet","81457","Cybro","CYBRO","Cybro","OFTAdapter","0x7bb6cac7e47e8149c4ef62b759ee8b2e56c0304f","0x7bb6cac7e47e8149c4ef62b759ee8b2e56c0304f","30243","mainnet"
"Blast Mainnet","81457","Ethena","ENA","Ethena","OFT","0x58538e6a46e07434d7e7375bc268d3cb839c0133","0x58538e6a46e07434d7e7375bc268d3cb839c0133","30243","mainnet"
"Blast Mainnet","81457","Frax Finance","FPI","Frax Finance","OFT","0xe41228a455700caf09e551805a8ab37caa39d08c","0xe41228a455700caf09e551805a8ab37caa39d08c","30243","mainnet"
"Blast Mainnet","81457","Frax Finance","FRAX","Frax Finance","OFT","0x909dbde1ebe906af95660033e478d59efe831fed","0x909dbde1ebe906af95660033e478d59efe831fed","30243","mainnet"
"Blast Mainnet","81457","Frax Finance","frxETH","Frax Finance","OFT","0xf010a7c8877043681d59ad125ebf575633505942","0xf010a7c8877043681d59ad125ebf575633505942","30243","mainnet"
"Blast Mainnet","81457","Frax Finance","FXS","Frax Finance","OFT","0x64445f0aecc51e94ad52d8ac56b7190e764e561a","0x64445f0aecc51e94ad52d8ac56b7190e764e561a","30243","mainnet"
"Blast Mainnet","81457","Frax Finance","FXS (old)","Frax Finance","OFT","0x23432452b720c80553458496d4d9d7c5003280d0","0x23432452b720c80553458496d4d9d7c5003280d0","30243","mainnet"
"Blast Mainnet","81457","OX.Fun","OX","OX.Fun","OFT","0xba0dda8762c24da9487f5fa026a9b64b695a07ea","0xba0dda8762c24da9487f5fa026a9b64b695a07ea","30243","mainnet"
"Blast Mainnet","81457","Redacted Finance","pxETH","Redacted Finance","OFT","0x9e0d7d79735e1c63333128149c7b616a0dc0bbdb","0x9e0d7d79735e1c63333128149c7b616a0dc0bbdb","30243","mainnet"
"Blast Mainnet","81457","Kelp DAO","rsETH","Kelp DAO","OFT","0x4186bfc76e2e237523cbc30fd220fe055156b41f","0x4186bfc76e2e237523cbc30fd220fe055156b41f","30243","mainnet"
"Blast Mainnet","81457","Frax Finance","sFRAX","Frax Finance","OFT","0xe4796ccb6bb5de2290c417ac337f2b66ca2e770e","0xe4796ccb6bb5de2290c417ac337f2b66ca2e770e","30243","mainnet"
"Blast Mainnet","81457","Frax Finance","sfrxETH","Frax Finance","OFT","0x1f55a02a049033e3419a8e2975cf3f572f4e6e9a","0x1f55a02a049033e3419a8e2975cf3f572f4e6e9a","30243","mainnet"
"Blast Mainnet","81457","Ethena","sUSDe","Ethena","OFT","0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2","0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2","30243","mainnet"
"Blast Mainnet","81457","Ethena","USDe","Ethena","OFT","0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34","0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34","30243","mainnet"
"Blast Mainnet","81457","Ether.Fi","weETH","Ether.Fi","OFT","0x04c0599ae5a44757c0af6f9ec3b93da8976c150a","0x04c0599ae5a44757c0af6f9ec3b93da8976c150a","30243","mainnet"
"Blast Mainnet","81457","YieldNest","ynETHx","YieldNest","OFTAdapter","0xbe82cbe217bf4e0a87dd88c552e93054f4ef2c7c","0xbe82cbe217bf4e0a87dd88c552e93054f4ef2c7c","30243","mainnet"
